"flnatureza";"nmprimeiro";"nmsegundo";"dscep";"dsdocumento"
2;"Fernanda";"Cardoso";"69097-542";"383.694.028-01"
1;"Caio";"Gomes";"13564-010";"519.960.564-09"
2;"Luis";"Dias";"53439-310";"822.243.213-33"
2;"Diogo";"Barros";"89041-420";"779.902.691-04"
2;"Bianca";"Alves";"05030-060";"518.148.618-58"
2;"Thaís";"Sousa";"31365-370";"107.738.963-92"
1;"Vitor";"Alves";"85064-170";"313.693.792-93"
2;"André";"Azevedo";"72853-189";"426.194.590-87"
2;"André";"Alves";"33935-230";"820.151.991-44"
1;"Gustavo";"Costa";"79118-680";"890.527.832-92"
2;"Rebeca";"Cavalcanti";"68005-130";"610.618.374-08"
2;"Luana";"Barbosa";"58051-130";"708.974.516-35"
2;"Kauã";"Rocha";"60180-321";"843.153.553-99"
1;"Kauan";"Souza";"75080-100";"736.312.611-95"
2;"Julieta";"Cardoso";"14061-250";"666.422.395-39"
1;"Pedro";"Rodrigues";"67120-060";"781.355.315-24"
2;"Tânia";"Dias";"59076-250";"278.564.801-30"
2;"Samuel";"Silva";"86079-070";"621.602.112-57"
1;"Marcos";"Fernandes";"18135-155";"854.729.336-17"
2;"Luana";"Silva";"72592-115";"287.652.214-43"
2;"Victor";"Araujo";"93334-090";"918.212.887-18"
2;"Vinícius";"Lima";"59074-332";"975.799.998-97"
2;"Matilde";"Gomes";"58015-100";"103.188.512-96"
1;"Erick";"Cavalcanti";"21920-170";"443.346.642-53"
2;"Joao";"Correia";"28613-080";"902.371.228-55"
2;"Gabrielly";"Fernandes";"95054-240";"267.433.548-30"
2;"André";"Azevedo";"69097-502";"338.525.363-24"
1;"Emily";"Dias";"09853-140";"522.918.766-27"
1;"Clara";"Martins";"56330-490";"712.838.271-23"
1;"Beatriz";"Almeida";"88357-366";"508.167.150-92"
1;"Livia";"Carvalho";"30295-420";"692.421.493-22"
1;"Giovanna";"Cunha";"40421-480";"947.350.898-02"
2;"Matilde";"Castro";"69317-272";"425.033.260-80"
1;"Daniel";"Araujo";"30530-035";"600.984.700-19"
2;"Danilo";"Souza";"78908-765";"153.071.546-66"
1;"Eduarda";"Oliveira";"91320-310";"584.310.404-40"
1;"Joao";"Cavalcanti";"78912-020";"775.843.756-77"
1;"Lucas";"Fernandes";"96070-340";"200.596.723-82"
1;"Amanda";"Barros";"04126-010";"451.341.419-75"
1;"Gabriel";"Araujo";"68555-170";"434.977.885-38"
2;"Carolina";"Sousa";"61919-220";"776.456.468-02"
1;"Antônio";"Goncalves";"96402-140";"456.441.996-06"
1;"André";"Cavalcanti";"16025-040";"806.141.221-71"
1;"Gustavo";"Santos";"53050-240";"221.421.736-32"
1;"Luiz";"Ferreira";"54759-190";"961.029.706-40"
1;"Vitór";"Oliveira";"29056-085";"984.966.441-03"
1;"Emily";"Carvalho";"91440-080";"480.342.833-63"
2;"Carolina";"Ribeiro";"39402-262";"321.183.663-29"
2;"Bruno";"Pereira";"06864-050";"447.160.471-64"
2;"Arthur";"Almeida";"72856-593";"596.614.724-83"
1;"Vitoria";"Castro";"45997-014";"903.757.245-67"
1;"Beatriz";"Azevedo";"26173-640";"911.206.817-90"
1;"Luiz";"Cunha";"85903-708";"318.019.595-95"
2;"Felipe";"Barbosa";"17514-472";"374.037.764-02"
1;"Luiza";"Rocha";"03935-060";"544.795.449-50"
1;"Eduardo";"Ribeiro";"13336-513";"211.712.598-08"
2;"Kaua";"Gomes";"22450-130";"708.802.663-50"
1;"Brenda";"Almeida";"04849-556";"517.512.492-71"
1;"Joao";"Silva";"22451-120";"186.284.668-51"
2;"Ana";"Oliveira";"48010-080";"119.784.165-20"
1;"Marina";"Oliveira";"84070-140";"600.629.402-87"
2;"Julian";"Martins";"30480-440";"559.087.640-00"
1;"Luan";"Cunha";"56509-490";"240.449.056-73"
1;"Rodrigo";"Lima";"85855-000";"751.971.590-65"
1;"José";"Rocha";"91230-660";"809.446.813-01"
1;"Camila";"Goncalves";"69097-569";"300.075.851-87"
2;"Lara";"Correia";"55018-753";"999.091.157-60"
2;"Pedro";"Cardoso";"25670-050";"572.785.503-94"
1;"Fábio";"Azevedo";"09230-210";"741.007.172-96"
1;"Otávio";"Gomes";"04293-030";"463.105.403-43"
2;"Pedro";"Araujo";"92425-270";"637.412.721-83"
1;"Davi";"Alves";"13336-520";"871.786.981-10"
2;"Isabella";"Costa";"12209-130";"984.260.074-22"
2;"Luis";"Rocha";"11380-400";"257.259.300-92"
2;"Lara";"Ribeiro";"04864-170";"970.780.214-60"
1;"Tomás";"Castro";"24411-400";"467.597.288-82"
2;"Yasmin";"Alves";"29165-045";"928.521.318-97"
1;"Gabrielly";"Azevedo";"74630-190";"707.811.884-74"
2;"Alex";"Cavalcanti";"74475-550";"211.196.699-10"
1;"Leila";"Costa";"07859-240";"274.291.452-80"
2;"Daniel";"Cunha";"60865-220";"152.414.842-30"
1;"Carla";"Carvalho";"09851-030";"434.569.125-79"
1;"Leila";"Sousa";"65630-580";"957.991.441-98"
1;"Aline";"Gomes";"66617-220";"290.834.449-10"
1;"Eduardo";"Gomes";"94852-190";"475.481.851-20"
2;"João";"Sousa";"56313-341";"858.908.131-10"
1;"Bianca";"Costa";"06361-320";"704.868.636-70"
1;"Bruno";"Castro";"71692-604";"855.016.577-83"
2;"Gabrielly";"Barbosa";"27336-340";"558.114.395-12"
1;"Arthur";"Cavalcanti";"16403-373";"350.449.325-90"
1;"Thiago";"Martins";"01541-010";"817.854.264-19"
1;"Kai";"Costa";"53437-150";"619.166.132-09"
2;"Matheus";"Lima";"13045-420";"353.033.088-47"
2;"Thiago";"Pinto";"72301-705";"971.277.652-27"
1;"Ana";"Rocha";"03272-060";"985.696.784-87"
1;"Antônio";"Rodrigues";"54759-065";"126.969.918-04"
2;"João";"Santos";"95058-305";"175.096.081-80"
1;"Brenda";"Fernandes";"89068-060";"898.679.456-03"
1;"Enzo";"Souza";"65630-060";"897.866.600-05"
1;"Beatriz";"Rocha";"98803-260";"842.865.264-37"
2;"Gabriela";"Sousa";"77022-394";"823.480.078-78"
1;"Leonardo";"Costa";"74675-150";"176.791.393-18"
1;"Breno";"Santos";"41630-560";"246.827.650-78"
2;"Sarah";"Silva";"33141-245";"519.929.662-06"
2;"Vinícius";"Silva";"72804-380";"163.181.507-57"
2;"Breno";"Rodrigues";"15805-410";"360.027.700-62"
2;"Manuela";"Dias";"08031-390";"944.631.604-99"
2;"Douglas";"Souza";"71100-015";"248.044.970-05"
1;"Emilly";"Castro";"96065-700";"403.359.694-10"
2;"Nicole";"Cunha";"26172-210";"609.396.362-47"
1;"Douglas";"Cavalcanti";"54325-195";"677.282.326-57"
1;"Sarah";"Dias";"54090-670";"490.778.401-50"
1;"Carlos";"Goncalves";"74450-340";"291.795.603-85"
2;"Evelyn";"Souza";"28625-695";"308.618.921-51"
1;"Isabela";"Cunha";"14801-128";"990.999.475-50"
1;"Leonardo";"Fernandes";"49044-020";"265.487.618-71"
1;"Beatriz";"Barros";"04827-070";"622.193.990-95"
1;"Vitória";"Alves";"14060-080";"851.365.767-07"
1;"Fábio";"Cardoso";"72870-423";"213.559.439-30"
1;"Samuel";"Silva";"23030-600";"113.663.513-04"
1;"Joao";"Rocha";"89221-500";"401.430.489-29"
2;"Beatrice";"Barros";"48905-580";"551.017.518-47"
2;"Igor";"Sousa";"13308-046";"131.168.994-01"
2;"Rodrigo";"Goncalves";"99074-140";"965.885.989-55"
2;"Marcos";"Barros";"06683-240";"463.808.411-72"
2;"Felipe";"Lima";"73802-070";"915.547.071-88"
2;"Amanda";"Barbosa";"35303-015";"800.597.261-05"
1;"Vitór";"Carvalho";"66610-860";"950.239.004-01"
1;"Brenda";"Cavalcanti";"69075-352";"575.576.339-97"
1;"Raissa";"Rodrigues";"04203-000";"166.028.872-03"
1;"Yasmin";"Souza";"35900-366";"888.180.896-09"
2;"Nicolash";"Martins";"17522-480";"596.852.950-42"
2;"Isabella";"Fernandes";"08743-090";"913.174.288-20"
2;"Julia";"Lima";"85605-390";"471.962.092-22"
2;"Pedro";"Gomes";"23017-130";"385.112.756-06"
2;"Kauan";"Martins";"79108-103";"332.906.576-12"
1;"Kai";"Pinto";"29141-270";"639.914.810-30"
1;"Clara";"Santos";"24425-435";"394.948.691-76"
1;"Martim";"Pereira";"32240-340";"550.105.203-20"
1;"Mariana";"Barros";"97090-270";"759.393.788-70"
2;"Thaís";"Goncalves";"18074-591";"774.901.571-02"
1;"Arthur";"Azevedo";"24470-080";"727.801.425-53"
1;"Breno";"Souza";"85027-410";"593.921.689-77"
1;"Luan";"Barros";"13807-560";"887.524.206-20"
2;"Bruno";"Silva";"51340-002";"507.747.687-03"
1;"Joao";"Costa";"11721-020";"961.539.063-11"
1;"Felipe";"Rodrigues";"12517-150";"763.222.013-52"
1;"Lavinia";"Rodrigues";"78963-175";"402.244.921-79"
1;"Kauan";"Cavalcanti";"84036-700";"328.446.528-67"
1;"Renan";"Carvalho";"74912-610";"371.699.020-52"
1;"Matilde";"Santos";"72329-110";"332.026.360-90"
1;"Manuela";"Cavalcanti";"73754-202";"413.980.194-88"
1;"Giovanna";"Pinto";"66645-005";"229.270.848-58"
1;"Bianca";"Fernandes";"13573-196";"593.812.163-98"
2;"Renan";"Melo";"75710-110";"121.643.814-59"
2;"Marina";"Castro";"31845-110";"960.577.405-48"
2;"Ana";"Barros";"26510-505";"484.555.335-01"
2;"Danilo";"Silva";"18085-782";"556.595.462-26"
1;"Isabelle";"Lima";"81650-000";"127.811.597-86"
1;"Murilo";"Castro";"13051-230";"729.766.479-09"
2;"Yasmin";"Goncalves";"66073-740";"527.336.429-95"
2;"Alex";"Santos";"09040-150";"755.837.168-60"
2;"Carlos";"Almeida";"44033-070";"912.298.692-80"
2;"Tiago";"Barbosa";"83701-780";"913.581.194-30"
2;"Guilherme";"Azevedo";"24050-030";"379.680.528-07"
1;"Matheus";"Cunha";"79005-660";"656.420.733-62"
1;"Mariana";"Ribeiro";"42810-250";"733.385.656-90"
2;"Davi";"Araujo";"26584-031";"194.467.898-00"
2;"Samuel";"Lima";"52130-540";"964.707.009-85"
2;"Rafael";"Sousa";"94810-100";"397.197.607-70"
2;"Bianca";"Rodrigues";"72855-607";"355.824.508-31"
2;"Lucas";"Rodrigues";"41750-075";"131.864.179-96"
2;"Rodrigo";"Dias";"13343-450";"255.841.545-04"
2;"Leonardo";"Barros";"41180-500";"846.092.592-73"
1;"Luana";"Alves";"15014-335";"153.814.122-15"
1;"Gustavo";"Barros";"72872-399";"486.726.918-22"
2;"Vinicius";"Araujo";"71693-124";"600.393.241-41"
1;"Arthur";"Araujo";"38405-106";"742.745.342-51"
2;"Fábio";"Sousa";"86813-390";"943.354.761-67"
2;"Vitória";"Oliveira";"66123-051";"615.697.014-23"
2;"Júlio";"Sousa";"74946-715";"862.645.594-15"
1;"Tiago";"Costa";"51290-233";"668.079.615-61"
1;"Rodrigo";"Almeida";"60866-410";"168.963.310-70"
2;"Estevan";"Pinto";"16203-023";"482.175.901-25"
1;"João";"Correia";"83411-380";"686.610.047-05"
2;"Emilly";"Pinto";"74320-380";"764.344.988-02"
2;"Daniel";"Fernandes";"79017-130";"465.453.792-91"
2;"Carla";"Rocha";"56320-370";"241.929.391-69"
2;"Leonardo";"Cunha";"08554-320";"593.141.272-73"
1;"Douglas";"Rocha";"74215-005";"240.140.492-99"
1;"Miguel";"Alves";"05205-360";"273.802.391-63"
1;"Alice";"Sousa";"26183-160";"631.877.497-12"
2;"Julian";"Fernandes";"02961-180";"558.431.467-66"
1;"Cauã";"Dias";"25665-330";"233.267.808-50"
1;"Isabelle";"Cunha";"53610-305";"852.277.269-06"
2;"Gabrielly";"Melo";"89224-486";"935.231.423-93"
2;"Isabella";"Araujo";"13216-570";"927.925.896-63"
2;"Luiza";"Melo";"24422-186";"141.693.949-09"
2;"Maria";"Alves";"13057-106";"452.997.626-23"
1;"Manuela";"Gomes";"12954-103";"718.064.315-72"
1;"Diego";"Lima";"66090-060";"607.196.564-00"
2;"Enzo";"Silva";"25065-280";"877.281.093-91"
2;"Alice";"Castro";"45023-240";"112.041.275-73"
1;"Miguel";"Barros";"13573-188";"550.197.411-83"
2;"Lavinia";"Santos";"83505-620";"866.047.366-36"
2;"Rafael";"Pinto";"08625-380";"848.465.954-20"
1;"Marisa";"Ribeiro";"28616-343";"272.289.944-26"
1;"Tomás";"Gomes";"60841-530";"468.029.686-06"
1;"Leonor";"Correia";"78090-564";"162.216.734-10"
1;"Júlio";"Rodrigues";"08430-090";"872.758.180-27"
1;"Isabella";"Carvalho";"77006-712";"207.360.094-85"
1;"Luan";"Rocha";"39401-708";"302.400.788-10"
2;"Luana";"Barbosa";"45604-780";"232.763.017-76"
2;"Manuela";"Araujo";"92030-820";"201.475.143-98"
1;"Beatrice";"Castro";"88117-340";"317.634.626-33"
1;"Isabella";"Cunha";"84015-400";"675.216.551-33"
1;"Raissa";"Cunha";"75120-320";"409.467.244-31"
1;"Julia";"Almeida";"03912-130";"978.701.278-33"
1;"Victor";"Melo";"91787-207";"878.007.706-48"
2;"Anna";"Cardoso";"18112-330";"872.324.912-98"
1;"Anna";"Oliveira";"27525-310";"996.691.931-76"
1;"Fernanda";"Barbosa";"29045-400";"834.653.979-75"
2;"Murilo";"Alves";"05266-190";"732.776.154-30"
2;"José";"Rocha";"19053-390";"756.322.120-41"
1;"Alice";"Azevedo";"25974-310";"704.549.903-59"
1;"Carolina";"Barros";"13059-628";"231.164.791-19"
2;"Kauê";"Correia";"96215-640";"117.699.253-84"
1;"Murilo";"Pinto";"29164-120";"988.968.524-80"
2;"Cauã";"Cardoso";"05665-110";"588.535.726-98"
2;"Kai";"Pinto";"40310-790";"673.707.045-05"
1;"Manuela";"Oliveira";"38407-201";"712.348.011-24"
2;"Rodrigo";"Alves";"40820-130";"369.848.129-41"
1;"Caio";"Barbosa";"40295-050";"828.520.326-35"
1;"Danilo";"Alves";"02045-050";"838.791.422-38"
2;"Julian";"Pereira";"68459-606";"545.242.612-49"
2;"Lara";"Dias";"72150-608";"512.553.388-22"
2;"Vitória";"Rocha";"78911-165";"489.148.443-82"
1;"Leonardo";"Barros";"60020-300";"678.051.899-94"
1;"Nicolas";"Cavalcanti";"78903-370";"996.602.206-69"
2;"Rodrigo";"Carvalho";"05870-220";"681.495.997-62"
2;"Tomás";"Ribeiro";"13054-695";"391.002.073-90"
2;"Gabriel";"Araujo";"84050-340";"656.517.772-45"
1;"Vinícius";"Sousa";"54490-460";"204.619.915-43"
1;"André";"Cunha";"36773-670";"757.465.073-00"
2;"Maria";"Gomes";"87047-285";"871.888.813-59"
1;"Estevan";"Melo";"19050-440";"542.817.736-57"
2;"Fábio";"Fernandes";"31010-230";"897.761.611-54"
2;"Gabrielly";"Cunha";"06717-255";"322.727.448-50"
1;"Kaua";"Alves";"88101-050";"231.998.303-15"
1;"Breno";"Fernandes";"65600-270";"535.317.837-85"
1;"Kaua";"Souza";"03180-190";"897.581.463-78"
1;"Nicole";"Azevedo";"13084-624";"340.261.410-39"
1;"Thiago";"Fernandes";"36302-466";"502.465.804-37"
1;"Luis";"Azevedo";"27325-720";"118.081.424-03"
2;"Gabrielle";"Dias";"74390-394";"580.413.776-02"
2;"Aline";"Rodrigues";"75701-260";"489.431.334-05"
2;"Beatriz";"Goncalves";"93260-590";"743.503.284-08"
2;"Marisa";"Barros";"09431-460";"455.196.565-09"
2;"Luís";"Santos";"37710-318";"177.185.023-09"
1;"Vitor";"Fernandes";"11431-050";"699.279.122-26"
1;"Beatriz";"Pinto";"56318-091";"342.800.117-61"
2;"Sarah";"Ferreira";"81470-150";"289.738.690-86"
1;"Leila";"Cunha";"77815-010";"763.407.928-63"
1;"Aline";"Cunha";"75064-560";"407.127.009-86"
2;"Kauã";"Pereira";"60350-190";"919.535.050-07"
2;"Eduarda";"Martins";"65099-040";"184.930.075-52"
2;"Letícia";"Cavalcanti";"21850-360";"938.501.140-58"
1;"Nicole";"Cardoso";"35702-274";"884.139.806-07"
2;"Carlos";"Pereira";"14091-140";"659.101.951-07"
1;"Victor";"Ferreira";"08250-530";"690.402.446-18"
1;"Guilherme";"Ferreira";"14055-033";"972.447.333-30"
1;"Miguel";"Cavalcanti";"35164-050";"804.955.332-97"
1;"Mariana";"Rodrigues";"29309-300";"744.352.969-42"
2;"Luis";"Dias";"65070-790";"540.106.540-07"
1;"Luiz";"Gomes";"69058-401";"262.797.443-29"
2;"Lucas";"Araujo";"02279-150";"605.117.846-51"
2;"Victor";"Souza";"64034-110";"634.000.728-77"
2;"Carla";"Ferreira";"12946-858";"287.566.098-50"
2;"Tiago";"Souza";"29901-460";"848.035.531-06"
1;"Nicolas";"Martins";"79037-884";"450.034.010-60"
1;"Felipe";"Cunha";"75095-760";"800.674.088-77"
2;"Rafaela";"Martins";"14407-090";"132.737.759-47"
1;"Eduarda";"Barbosa";"37500-256";"620.502.429-21"
1;"Cauã";"Fernandes";"57039-040";"559.434.836-08"
1;"Tânia";"Araujo";"72307-614";"984.905.591-04"
1;"Leila";"Alves";"12403-780";"268.012.984-96"
2;"Manuela";"Pinto";"93330-210";"178.210.664-27"
1;"Luís";"Fernandes";"26440-300";"520.186.365-53"
2;"Vitoria";"Goncalves";"81710-190";"583.840.792-18"
2;"Ryan";"Azevedo";"91570-210";"561.807.678-07"
2;"Julieta";"Cunha";"57305-200";"802.900.913-57"
1;"Danilo";"Rocha";"06132-100";"637.411.342-01"
1;"Diego";"Oliveira";"25730-400";"588.918.747-36"
1;"Letícia";"Rocha";"41295-200";"391.242.556-61"
2;"Vitória";"Rodrigues";"23545-380";"677.834.621-38"
2;"Vitória";"Costa";"54210-360";"394.556.567-79"
2;"Giovana";"Alves";"85908-310";"977.249.295-48"
1;"Douglas";"Sousa";"74150-280";"423.962.371-52"
2;"Brenda";"Correia";"17035-090";"392.367.511-99"
2;"Martim";"Gomes";"70723-550";"294.845.390-92"
2;"Tiago";"Costa";"39404-085";"335.646.748-45"
1;"Tânia";"Cardoso";"09441-430";"162.232.500-10"
1;"Joao";"Silva";"09061-780";"276.013.724-48"
1;"Lavinia";"Fernandes";"04473-265";"914.005.312-17"
1;"Marina";"Costa";"52050-060";"879.685.089-24"
1;"Victor";"Costa";"83302-270";"361.382.459-03"
1;"Igor";"Araujo";"08060-250";"596.098.658-28"
2;"Leila";"Gomes";"47801-651";"393.416.116-28"
2;"Vitoria";"Barros";"12516-420";"821.946.011-39"
2;"Rodrigo";"Oliveira";"23040-010";"634.152.413-78"
2;"Matheus";"Martins";"61902-200";"629.552.093-68"
1;"Tomás";"Martins";"92415-580";"138.030.975-17"
2;"Beatriz";"Oliveira";"13480-770";"523.170.285-47"
1;"Thaís";"Silva";"17202-270";"779.459.204-62"
1;"Murilo";"Castro";"36026-550";"605.063.427-00"
1;"Evelyn";"Gomes";"35702-191";"541.924.815-88"
2;"Luana";"Lima";"16400-331";"664.248.416-95"
1;"Kauã";"Santos";"13420-542";"715.064.471-63"
1;"Rafael";"Cavalcanti";"35900-288";"806.748.929-76"
2;"Vinícius";"Pereira";"95052-570";"729.835.746-87"
1;"Marcos";"Goncalves";"40230-111";"980.708.372-92"
1;"Bruna";"Pinto";"08257-170";"437.835.850-66"
1;"Diogo";"Dias";"72225-206";"687.664.553-32"
1;"Pedro";"Silva";"52080-340";"998.300.978-11"
1;"Pedro";"Ribeiro";"03123-010";"718.054.318-70"
2;"Danilo";"Martins";"29170-852";"775.170.821-24"
1;"Marcos";"Azevedo";"31230-800";"355.331.131-26"
1;"Rodrigo";"Silva";"69078-200";"311.855.881-40"
1;"Brenda";"Cardoso";"38045-620";"770.417.364-23"
2;"Murilo";"Martins";"09170-185";"665.765.587-83"
1;"Emily";"Ribeiro";"95059-365";"653.101.811-99"
2;"Carlos";"Rodrigues";"26210-090";"873.411.449-12"
1;"Júlia";"Rodrigues";"87114-520";"456.466.366-63"
1;"Ágatha";"Pereira";"52130-600";"766.316.265-01"
2;"Camila";"Melo";"85060-660";"989.451.209-71"
2;"Ana";"Araujo";"75800-115";"454.517.326-80"
2;"André";"Ferreira";"55038-400";"792.881.201-06"
1;"Camila";"Sousa";"55816-700";"965.709.208-63"
1;"Ágatha";"Sousa";"95059-275";"136.968.098-88"
2;"Gabrielly";"Azevedo";"14177-160";"401.214.785-48"
1;"Raissa";"Gomes";"26587-150";"637.743.834-64"
1;"Thaís";"Araujo";"72301-612";"528.635.125-52"
2;"Gabriela";"Costa";"36301-020";"613.240.993-99"
2;"Isabella";"Fernandes";"35661-074";"220.156.921-50"
1;"Marisa";"Lima";"40715-400";"481.063.364-09"
1;"Giovanna";"Castro";"06273-230";"626.065.520-75"
2;"Samuel";"Correia";"35170-284";"927.882.811-45"
2;"Nicole";"Rocha";"23812-220";"465.770.408-77"
1;"Nicolash";"Dias";"07944-160";"740.247.219-17"
2;"Otávio";"Silva";"91230-680";"648.011.791-34"
2;"Tiago";"Cunha";"23815-610";"636.671.920-96"
2;"Fernanda";"Souza";"53540-730";"181.042.424-07"
1;"Luan";"Rocha";"58086-040";"450.999.479-64"
2;"Sofia";"Oliveira";"28633-740";"628.604.953-39"
1;"Gabrielle";"Rodrigues";"94435-010";"161.898.518-35"
2;"Giovana";"Fernandes";"55022-240";"870.046.363-99"
2;"Estevan";"Rocha";"25715-150";"283.142.345-75"
2;"Letícia";"Fernandes";"21021-600";"644.497.631-65"
1;"Sophia";"Silva";"18704-190";"327.604.374-26"
2;"Ágatha";"Martins";"89203-375";"106.712.764-09"
1;"Alice";"Oliveira";"29041-320";"162.850.922-81"
1;"Renan";"Barbosa";"06803-420";"789.518.873-91"
2;"Maria";"Pereira";"14056-180";"169.706.590-20"
2;"Bruno";"Gomes";"74543-315";"484.179.730-01"
1;"Vitoria";"Souza";"13504-024";"831.816.313-37"
2;"Igor";"Pereira";"74670-350";"755.806.976-94"
2;"Beatrice";"Cavalcanti";"32632-470";"202.972.181-66"
1;"Livia";"Goncalves";"60348-190";"479.675.020-78"
1;"Isabela";"Barros";"13412-133";"723.613.370-10"
1;"Davi";"Fernandes";"17047-310";"771.479.552-26"
2;"Kauê";"Goncalves";"35171-278";"215.208.090-42"
2;"Anna";"Cardoso";"29092-100";"852.189.353-10"
2;"Carla";"Rodrigues";"12289-009";"422.004.135-48"
1;"Ana";"Oliveira";"23082-070";"122.850.944-18"
2;"Carlos";"Lima";"13256-412";"615.590.271-26"
2;"Vitor";"Fernandes";"02651-100";"366.879.041-83"
2;"Diego";"Lima";"50790-530";"972.061.482-04"
2;"André";"Cunha";"85804-770";"336.221.507-69"
2;"João";"Martins";"02563-060";"875.873.767-71"
2;"Livia";"Pinto";"80730-390";"785.513.340-26"
1;"Eduarda";"Cardoso";"14781-052";"691.485.737-79"
1;"Marisa";"Silva";"52190-261";"776.864.229-50"
1;"Rafael";"Rodrigues";"74945-500";"956.909.369-28"
2;"Luana";"Rocha";"11725-240";"583.383.634-48"
1;"Clara";"Melo";"14405-226";"790.395.238-27"
1;"Carolina";"Barbosa";"83221-280";"628.591.573-36"
2;"Luiz";"Azevedo";"14800-420";"704.637.336-14"
2;"Rebeca";"Martins";"57036-100";"885.507.415-66"
2;"Camila";"Castro";"13735-350";"856.495.547-49"
1;"Nicole";"Rodrigues";"31620-130";"255.931.700-10"
1;"Tomás";"Alves";"54330-070";"470.614.893-67"
1;"André";"Pinto";"13470-466";"878.076.622-63"
2;"Yasmin";"Cunha";"60834-620";"857.863.420-93"
2;"Bruno";"Ferreira";"77813-270";"120.228.514-71"
1;"Luís";"Dias";"84070-160";"285.577.144-75"
2;"Lavinia";"Silva";"30850-670";"117.433.081-32"
1;"Thiago";"Martins";"25630-393";"370.890.522-90"
2;"Beatrice";"Costa";"60763-775";"449.787.237-87"
2;"Tiago";"Cardoso";"19804-760";"130.354.938-71"
2;"Livia";"Barros";"72020-036";"240.368.529-14"
1;"Brenda";"Souza";"66650-335";"568.941.245-74"
1;"Arthur";"Ferreira";"21210-720";"254.158.405-91"
1;"Daniel";"Ribeiro";"02075-070";"151.293.943-99"
2;"Kauê";"Gomes";"84016-470";"813.525.787-27"
2;"Miguel";"Rocha";"17015-321";"731.366.153-36"
1;"Miguel";"Araujo";"12306-760";"183.508.819-84"
1;"Gabriela";"Pinto";"86708-490";"248.362.461-80"
2;"Luiza";"Goncalves";"17607-090";"414.032.847-92"
1;"Fernanda";"Lima";"01455-010";"165.769.437-25"
2;"Larissa";"Carvalho";"26349-170";"604.588.009-96"
1;"Murilo";"Santos";"61932-660";"382.274.861-77"
1;"João";"Santos";"12946-022";"197.736.898-08"
2;"Vitória";"Gomes";"59633-310";"281.540.467-25"
2;"Gabrielly";"Ribeiro";"77060-020";"324.128.391-74"
1;"Breno";"Martins";"22281-040";"509.854.407-67"
1;"Marcos";"Oliveira";"13503-530";"938.401.604-72"
2;"Tomás";"Goncalves";"03204-040";"400.737.676-03"
1;"Matheus";"Almeida";"29026-185";"445.363.007-75"
1;"Gabrielly";"Lima";"13300-170";"174.165.715-61"
1;"Paulo";"Castro";"60742-050";"918.573.657-04"
1;"Gustavo";"Cunha";"11370-501";"128.063.070-15"
1;"Renan";"Cunha";"53620-080";"659.031.775-57"
2;"Murilo";"Cunha";"55293-510";"178.835.315-30"
1;"Ágatha";"Santos";"13471-321";"481.786.378-12"
2;"Carolina";"Pinto";"72872-324";"328.235.679-09"
1;"Amanda";"Melo";"07240-020";"246.795.204-50"
2;"Alice";"Pinto";"14781-440";"982.744.444-18"
2;"Melissa";"Rocha";"85815-000";"449.580.592-45"
2;"Leonardo";"Pinto";"64025-470";"959.940.959-07"
1;"Fábio";"Souza";"25030-050";"995.896.141-59"
2;"Vitória";"Azevedo";"94090-390";"505.200.584-96"
2;"Carolina";"Dias";"69043-020";"783.081.936-09"
1;"Thaís";"Ferreira";"35043-320";"336.552.511-49"
2;"Emily";"Azevedo";"35680-089";"964.349.825-50"
2;"Rebeca";"Oliveira";"06760-020";"929.573.941-89"
2;"Rafaela";"Cunha";"92130-600";"283.681.988-01"
1;"Guilherme";"Almeida";"72510-227";"451.664.445-23"
1;"Nicolash";"Alves";"83305-420";"791.915.042-60"
1;"Aline";"Barros";"09726-120";"106.860.071-31"
2;"Pedro";"Azevedo";"96410-530";"226.192.362-74"
2;"Samuel";"Pinto";"87310-090";"324.782.880-01"
2;"Leonardo";"Araujo";"61605-340";"988.969.241-46"
2;"Marcos";"Carvalho";"80020-140";"237.981.373-66"
1;"Miguel";"Dias";"74140-120";"161.458.258-04"
1;"Camila";"Alves";"83705-650";"978.856.788-65"
1;"Marina";"Silva";"17060-270";"102.851.905-20"
1;"Aline";"Correia";"21215-520";"299.921.725-09"
2;"Diogo";"Castro";"66065-380";"352.985.487-50"
